LOGISTICAL_AREA,YEAR,MONTH,AREA,METHOD,ITEM,ADIPOSE_MODIFIER,DISPOSITION,RETAINABLE,ITEM_GROUP,ESTIMATE,VARIANCE
Nanaimo,2021,5,Area 17,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (Upper),SALMON,19.94,210.13
Nanaimo,2021,5,Area 17,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,10.38,97.34
Nanaimo,2021,5,Area 17,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,365.32,15690.53
Nanaimo,2021,5,Area 17,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (Upper),SALMON,6.01,30.11
Nanaimo,2021,5,Area 17,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,389.7,17460.56
Nanaimo,2021,5,Area 17,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,277.06,19027.08
Nanaimo,2021,5,Area 18,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,158.36,11918.1
Nanaimo,2021,5,Area 18,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,180.62,18768.27
Nanaimo,2021,5,Area 18,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (Upper),SALMON,13.93,180.02
Nanaimo,2021,5,Area 18,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,89.57,6510.83
Victoria,2021,5,Area 19 (GS),Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,20.76,389.34
Victoria,2021,5,Area 19 (JDF),Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,54.56,1273.1
Victoria,2021,5,Area 19 (JDF),Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,64.67,1214.77
Victoria,2021,5,Area 19 (JDF),Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,13.93,180.02
Victoria,2021,5,Area 20 (East),Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,36.41,285.69
Victoria,2021,5,Area 20 (East),Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,156.93,4389.92
Victoria,2021,5,Area 20 (East),Angling from boat,Chinook,Adipose Marked,Released,Legal Size (Upper),SALMON,18.03,270.97
Victoria,2021,5,Area 20 (East),Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,6.01,30.11
Victoria,2021,5,Area 20 (East),Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,87.66,1769.67
Victoria,2021,5,Area 20 (East),Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,97.77,3331.67
Victoria,2021,5,Area 20 (East),Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,12.02,120.43
Port Renfrew,2021,5,Area 20 (West),Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,8.9,61.45
Port Renfrew,2021,5,Area 20 (West),Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,17.8,245.79
Port Renfrew,2021,5,Area 21,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,71.13,642.71
Port Renfrew,2021,5,Area 21,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,46.95,916.22
Port Renfrew,2021,5,Area 21,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,7.58,19.08
Port Renfrew,2021,5,Area 21,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,6.01,30.11
Port Alberni,2021,5,Area 23 (Alberni Canal),Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,43.09,621.49
Port Alberni,2021,5,Area 23 (Alberni Canal),Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,36.06,602.03
Port Alberni,2021,5,Area 23 (Alberni Canal),Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,44.32,855.87
Port Alberni,2021,5,Area 23 (Alberni Canal),Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,66.8,1534.22
Port Alberni,2021,5,Area 23 (Alberni Canal),Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,13.93,180.02
Port Alberni,2021,5,Area 23 (Alberni Canal),Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,115.86,11536.64
Barkley,2021,5,Area 23 (Barkley),Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,656.97,17693.69
Barkley,2021,5,Area 23 (Barkley),Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (Upper),SALMON,12.02,120.43
Barkley,2021,5,Area 23 (Barkley),Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,828.78,87794.23
Barkley,2021,5,Area 23 (Barkley),Angling from boat,Chinook,Adipose Marked,Released,Legal Size (Upper),SALMON,69.63,4500.5
Barkley,2021,5,Area 23 (Barkley),Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,327.27,8360.83
Barkley,2021,5,Area 23 (Barkley),Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,910.21,165090.6
Barkley,2021,5,Area 23 (Barkley),Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (Upper),SALMON,41.78,1620.18
Barkley,2021,5,Area 23 (Barkley),Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,780.81,72226.67
Barkley,2021,5,Area 23 (Barkley),Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,205.37,7288.69
Barkley,2021,5,Area 23 (Barkley),Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,537.19,221216.65
Tofino,2021,5,Area 24,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,20.92,181.88
Tofino,2021,5,Area 24,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,4.45,15.36
Tofino,2021,5,Area 24,Angling from shore,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,6.01,30.11
Tofino,2021,5,Area 24,Angling from shore,Chinook,Not Adipose Marked,Released,Legal Size (Upper),SALMON,6.01,30.11
Tahsis/Nootka,2021,5,Area 25,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,167.8,2298.49
Tahsis/Nootka,2021,5,Area 25,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,116.15,4550.99
Tahsis/Nootka,2021,5,Area 25,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,147.47,4621.43
Tahsis/Nootka,2021,5,Area 25,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,97.49,8820.98
Tahsis/Nootka,2021,5,Area 25,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,187.05,8488.56
Tahsis/Nootka,2021,5,Area 25,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,8.9,61.45
Winter Harbour,2021,5,Area 27,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,8.9,61.45
Winter Harbour,2021,5,Area 27,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,75.71,1385.53
Winter Harbour,2021,5,Area 27,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,6.01,30.11
Winter Harbour,2021,5,Area 27,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (Upper),SALMON,13.35,138.26
Winter Harbour,2021,5,Area 27,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,76.12,1846.33
Winter Harbour,2021,5,Area 27,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,42.07,752.7
Vancouver,2021,5,Area 28,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,573.05,72114.27
Vancouver,2021,5,Area 28,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (Upper),SALMON,176.7,18069.81
Vancouver,2021,5,Area 28,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,557.95,27030.19
Vancouver,2021,5,Area 28,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (Upper),SALMON,93.41,7884.14
Vancouver,2021,5,Area 28,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,750.52,109661.97
Vancouver,2021,5,Area 28,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,33.81,290.83
Vancouver,2021,5,Area 28,Angling from boat,Chinook,Not Checked,Released,Legal Size (Upper),SALMON,2.5,3.75
Vancouver,2021,5,Area 29 (Marine),Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,460.04,38551.8
Vancouver,2021,5,Area 29 (Marine),Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,8.9,61.45
Vancouver,2021,5,Area 29 (Marine),Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,339.2,29786.06
Vancouver,2021,5,Area 29 (Marine),Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,673.98,161272.95
Vancouver,2021,5,Area 29 (Marine),Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,38.33,400.04
Haida Gwaii,2021,5,Area 2E,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,13.93,180.02
Haida Gwaii,2021,5,Area 2E,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (Upper),SALMON,5.17,16.39
Haida Gwaii,2021,5,Area 2E,Angling from boat,Chinook,Not Checked,Kept,Legal Size (Upper),SALMON,2.58,4.1
Haida Gwaii,2021,5,Area 2E,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,5,14.98
Haida Gwaii,2021,5,Area 2W,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,13.93,180.02
Haida Gwaii,2021,5,Area 2W,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,13.93,180.02
Haida Gwaii,2021,5,Area 2W,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,13.93,180.02
Haida Gwaii,2021,5,Area 2W,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,13.93,180.02
Prince Rupert,2021,5,Area 3,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,3.31,7.63
Prince Rupert,2021,5,Area 3,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (Upper),SALMON,6.01,30.11
Prince Rupert,2021,5,Area 3,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,3.31,7.63
Prince Rupert,2021,5,Area 3,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,258.32,5265.64
Prince Rupert,2021,5,Area 3,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (Upper),SALMON,12.02,120.43
Prince Rupert,2021,5,Area 3,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,48.08,1505.4
Prince Rupert,2021,5,Area 3,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (Upper),SALMON,6.01,30.11
Prince Rupert,2021,5,Area 3,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,19.94,210.13
Prince Rupert,2021,5,Area 3,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,6.01,30.11
Prince Rupert,2021,5,Area 4,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,53.02,467.27
Prince Rupert,2021,5,Area 4,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,13.93,180.02
Prince Rupert,2021,5,Area 4,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (Upper),SALMON,2.58,4.1
Prince Rupert,2021,5,Area 4,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,581.63,8408.46
Prince Rupert,2021,5,Area 4,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (Upper),SALMON,4.45,15.36
Prince Rupert,2021,5,Area 4,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,279.25,20484.1
Prince Rupert,2021,5,Area 4,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,136.55,4284.16
Prince Rupert,2021,5,Area 4,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,129.06,1435.38
Prince Rupert,2021,5,Area 4,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,48.08,1204.32
Central Coast,2021,5,Area 5,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,13.93,180.02
Central Coast,2021,5,Area 5,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,10.46,45.47
Central Coast,2021,5,Area 6,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,18.38,195.38
Central Coast,2021,5,Area 6,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,221.8,4167.7
Central Coast,2021,5,Area 6,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,90.12,3278.69
Central Coast,2021,5,Area 6,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,24.04,180.57
Central Coast,2021,5,Area 6,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,6.01,30.11
Central Coast,2021,5,Area 7,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,20.92,181.88
Central Coast,2021,5,Area 8,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,54.09,1234.11
Central Coast,2021,5,Area 8,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,6.01,30.11
Central Coast,2021,5,Area 9,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,6.01,30.11
Central Coast,2021,5,Area 9,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (Upper),SALMON,6.01,30.11
Haida Gwaii,2021,6,Area 1,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,58.7,2385.84
Haida Gwaii,2021,6,Area 1,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (Upper),SALMON,16.57,258.14
Haida Gwaii,2021,6,Area 1,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,101.22,6698.52
Haida Gwaii,2021,6,Area 1,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,260.67,4921.67
Haida Gwaii,2021,6,Area 1,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (Upper),SALMON,16.57,258.14
Haida Gwaii,2021,6,Area 1,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,385.13,22786.49
Haida Gwaii,2021,6,Area 1,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,11.01,88.21
Haida Gwaii,2021,6,Area 1,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,9.92,24.99
Haida Gwaii,2021,6,Area 1,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,26.92,563.26
Central Coast,2021,6,Area 10,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,13.46,78.22
Haida Gwaii,2021,6,Area 101,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,20.78,255.54
Haida Gwaii,2021,6,Area 101,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,367.93,105204.03
Haida Gwaii,2021,6,Area 101,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,49.36,1893.17
Prince Rupert,2021,6,Area 104,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,8.97,62.58
Prince Rupert,2021,6,Area 104,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,27.94,231.19
Prince Rupert,2021,6,Area 104,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,13.46,140.81
Port Hardy,2021,6,Area 11,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,81.35,760.27
Port Hardy,2021,6,Area 11,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,4.49,15.65
Port Hardy,2021,6,Area 11,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,390.9,3780.83
Port Hardy,2021,6,Area 11,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (Upper),SALMON,7.34,39.2
Port Hardy,2021,6,Area 11,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,57.66,465.83
Port Hardy,2021,6,Area 11,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,69.93,1254.03
Port Hardy,2021,6,Area 11,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,55.56,1154.15
Port Hardy,2021,6,Area 111,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,13.05,157.36
Port Hardy,2021,6,Area 111,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,33.61,168.91
Port Hardy,2021,6,Area 111,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,5.38,18.16
Port Hardy,2021,6,Area 111,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,4.49,15.65
Port Hardy,2021,6,Area 12,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,44.34,1083.94
Port Hardy,2021,6,Area 12,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,2.69,4.54
Port Hardy,2021,6,Area 12,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,93.37,728.54
Port Hardy,2021,6,Area 12,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (Upper),SALMON,7.34,39.2
Port Hardy,2021,6,Area 12,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,81.13,2526.6
Port Hardy,2021,6,Area 12,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,128.47,4502.18
Port Hardy,2021,6,Area 12,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,13.46,140.81
Port Hardy,2021,6,Area 12,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,49.36,1580.18
Port Renfrew,2021,6,Area 121,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,43.24,717.47
Port Renfrew,2021,6,Area 121,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,12.64,72.39
Port Renfrew,2021,6,Area 121,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,42.42,680.33
Port Renfrew,2021,6,Area 121,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,29.78,639.26
Port Renfrew,2021,6,Area 121,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,8.97,62.58
Port Renfrew,2021,6,Area 121,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,39.57,707.69
Port Renfrew,2021,6,Area 121,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,137.08,16536.59
Port Renfrew,2021,6,Area 121,Dive-based or other,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,4.49,15.65
Barkley,2021,6,Area 123,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,194.94,2665.89
Barkley,2021,6,Area 123,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,83.84,1961.21
Barkley,2021,6,Area 123,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,191.09,2658.02
Barkley,2021,6,Area 123,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,157.88,5299.4
Barkley,2021,6,Area 123,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,769.18,249330.55
Barkley,2021,6,Area 123,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,74.42,1354.78
Barkley,2021,6,Area 123,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,71.67,4148.39
Barkley,2021,6,Area 123,Dive-based or other,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,4.49,15.65
Tofino,2021,6,Area 124,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,28.94,153.95
Tofino,2021,6,Area 124,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,20.86,53
Tofino,2021,6,Area 124,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,17.22,105.81
Tofino,2021,6,Area 124,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,79.31,1910.95
Tofino,2021,6,Area 124,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,36.2,673.46
Tahsis/Nootka,2021,6,Area 125,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,78.15,1299.61
Tahsis/Nootka,2021,6,Area 125,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,103.57,3950.45
Tahsis/Nootka,2021,6,Area 125,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,147.51,1354.24
Tahsis/Nootka,2021,6,Area 125,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (Upper),SALMON,4.49,15.65
Tahsis/Nootka,2021,6,Area 125,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,101.3,2046.15
Tahsis/Nootka,2021,6,Area 125,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,338.75,34161.92
Tahsis/Nootka,2021,6,Area 125,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,43.18,1076.3
Tahsis/Nootka,2021,6,Area 125,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,84.25,4380.57
Kyuquot,2021,6,Area 126,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,31.41,766.66
Kyuquot,2021,6,Area 126,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,8.16,25.45
Kyuquot,2021,6,Area 126,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,31.41,766.66
Kyuquot,2021,6,Area 126,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,22.43,391.15
Kyuquot,2021,6,Area 126,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,4.49,15.65
Kyuquot,2021,6,Area 126,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,4.49,15.65
Kyuquot,2021,6,Area 126,Angling from boat,Chinook,Not Checked,Released,Legal Size (Upper),SALMON,2.69,4.54
Winter Harbour,2021,6,Area 127,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,4.49,15.65
Winter Harbour,2021,6,Area 127,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,72.8,1411.63
Winter Harbour,2021,6,Area 127,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,26.92,563.26
Winter Harbour,2021,6,Area 127,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,22.43,391.15
Campbell River,2021,6,Area 13,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,108.56,2260.79
Campbell River,2021,6,Area 13,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,1074.99,98479.52
Campbell River,2021,6,Area 13,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (Upper),SALMON,79.76,4271.05
Campbell River,2021,6,Area 13,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,97.01,597
Campbell River,2021,6,Area 13,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,2507.58,302231.11
Campbell River,2021,6,Area 13,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (Upper),SALMON,151.89,6808.4
Campbell River,2021,6,Area 13,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,802.08,65579.96
Campbell River,2021,6,Area 13,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,4.49,15.65
Campbell River,2021,6,Area 13,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,735.64,186755.99
Campbell River,2021,6,Area 13,Angling from boat,Chinook,Not Checked,Released,Legal Size (Upper),SALMON,19.18,177.46
Campbell River,2021,6,Area 14,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,1498.81,460091.18
Campbell River,2021,6,Area 14,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (Upper),SALMON,44.14,1070.96
Campbell River,2021,6,Area 14,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,3318.85,963415.9
Campbell River,2021,6,Area 14,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (Upper),SALMON,90.75,2243.77
Campbell River,2021,6,Area 14,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,1668.04,371345.5
Campbell River,2021,6,Area 14,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,2737.63,5019222.94
Campbell River,2021,6,Area 14,Angling from boat,Chinook,Not Checked,Released,Legal Size (Upper),SALMON,21.7,184.04
Haida Gwaii,2021,6,Area 142,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,5.38,18.16
Sunshine Coast,2021,6,Area 15,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,81.62,987.63
Sunshine Coast,2021,6,Area 15,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,588.48,71263.49
Sunshine Coast,2021,6,Area 15,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (Upper),SALMON,33.15,1032.56
Sunshine Coast,2021,6,Area 15,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,262.92,3364.45
Sunshine Coast,2021,6,Area 15,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (Upper),SALMON,4.49,15.65
Sunshine Coast,2021,6,Area 15,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,1295.43,166121.37
Sunshine Coast,2021,6,Area 15,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (Upper),SALMON,49,582.58
